floor,county,log_radon,log_uranium,county_id
1,OLMSTED             ,0.530628251,0.243150079,54
0,OLMSTED             ,0.916290732,0.243150079,54
0,OLMSTED             ,2.240709689,0.243150079,54
1,OLMSTED             ,-0.510825624,0.243150079,54
0,OTTER TAIL          ,0.993251773,-0.204730369,55
1,OTTER TAIL          ,0.09531018,-0.204730369,55
1,OTTER TAIL          ,0.741937345,-0.204730369,55
0,OTTER TAIL          ,2.48490665,-0.204730369,55
1,OTTER TAIL          ,2.533696814,-0.204730369,55
0,OTTER TAIL          ,1.16315081,-0.204730369,55
0,OTTER TAIL          ,1.435084525,-0.204730369,55
0,OTTER TAIL          ,1.335001067,-0.204730369,55
1,PENNINGTON          ,1.30833282,-0.074027668,56
0,PENNINGTON          ,1.757857918,-0.074027668,56
1,PENNINGTON          ,-1.203972804,-0.074027668,56
0,PINE                ,1.410986974,-0.16329217,57
0,PINE                ,1.029619417,-0.16329217,57
0,PINE                ,0.641853886,-0.16329217,57
1,PINE                ,0.182321557,-0.16329217,57
0,PINE                ,0.182321557,-0.16329217,57
0,PINE                ,0.405465108,-0.16329217,57
0,PIPESTONE           ,2.240709689,0.478604039,58
0,PIPESTONE           ,0.530628251,0.478604039,58
0,PIPESTONE           ,2.493205453,0.478604039,58
1,PIPESTONE           ,1.458615023,0.478604039,58
0,POLK                ,1.931521412,0.266111083,59
1,POLK                ,0.336472237,0.266111083,59
1,POLK                ,0.916290732,0.266111083,59
0,POLK                ,2.261763098,0.266111083,59
0,POPE                ,1.335001067,0.281148274,60
0,POPE                ,1.223775432,0.281148274,60
0,RAMSEY              ,1.916922612,-0.418053511,61
0,RAMSEY              ,1.280933845,-0.418053511,61
0,RAMSEY              ,0.78845736,-0.418053511,61
0,RAMSEY              ,0.955511445,-0.418053511,61
0,RAMSEY              ,0.741937345,-0.418053511,61
0,RAMSEY              ,1.945910149,-0.418053511,61
0,RAMSEY              ,0.182321557,-0.418053511,61
0,RAMSEY              ,1.335001067,-0.418053511,61
0,RAMSEY              ,1.252762968,-0.418053511,61
0,RAMSEY              ,1.435084525,-0.418053511,61
1,RAMSEY              ,0.470003629,-0.418053511,61
1,RAMSEY              ,1.029619417,-0.418053511,61
0,RAMSEY              ,2.151762203,-0.418053511,61
0,RAMSEY              ,1.824549292,-0.418053511,61
0,RAMSEY              ,1.648658626,-0.418053511,61
0,RAMSEY              ,0.993251773,-0.418053511,61
0,RAMSEY              ,0.182321557,-0.418053511,61
0,RAMSEY              ,1.252762968,-0.418053511,61
0,RAMSEY              ,1.704748092,-0.418053511,61
1,RAMSEY              ,2.312535424,-0.418053511,61
0,RAMSEY              ,1.704748092,-0.418053511,61
0,RAMSEY              ,0.182321557,-0.418053511,61
0,RAMSEY              ,1.589235205,-0.418053511,61
0,RAMSEY              ,1.386294361,-0.418053511,61
0,RAMSEY              ,1.252762968,-0.418053511,61
0,RAMSEY              ,0.916290732,-0.418053511,61
0,RAMSEY              ,0.182321557,-0.418053511,61
0,RAMSEY              ,0.993251773,-0.418053511,61
0,RAMSEY              ,0.530628251,-0.418053511,61
0,RAMSEY              ,1.131402111,-0.418053511,61
0,RAMSEY              ,-0.356674944,-0.418053511,61
0,RAMSEY              ,0,-0.418053511,61
0,REDWOOD             ,0.641853886,0.366322259,62
0,REDWOOD             ,1.335001067,0.366322259,62
0,REDWOOD             ,2.186051277,0.366322259,62
0,REDWOOD             ,2.00148,0.366322259,62
1,REDWOOD             ,3.0301337,0.366322259,62
0,RENVILLE            ,1.791759469,0.380577977,63
0,RENVILLE            ,0.741937345,0.380577977,63
1,RENVILLE            ,1.757857918,0.380577977,63
0,RICE                ,2.272125886,0.193146093,64
0,RICE                ,1.85629799,0.193146093,64
0,RICE                ,1.526056303,0.193146093,64
0,RICE                ,1.722766598,0.193146093,64
0,RICE                ,2.944438979,0.193146093,64
1,RICE                ,0.875468737,0.193146093,64
0,RICE                ,1.098612289,0.193146093,64
0,RICE                ,1.62924054,0.193146093,64
0,RICE                ,2.041220329,0.193146093,64
0,RICE                ,2.091864062,0.193146093,64
0,RICE                ,1.547562509,0.193146093,64
0,ROCK                ,2.128231706,0.528024865,65
0,ROCK                ,0.470003629,0.528024865,65
1,ROSEAU              ,1.791759469,-0.212045365,66
1,ROSEAU              ,0.09531018,-0.212045365,66
0,ROSEAU              ,2.433613355,-0.212045365,66
1,ROSEAU              ,1.458615023,-0.212045365,66
1,ROSEAU              ,1.280933845,-0.212045365,66
0,ROSEAU              ,2.332143895,-0.212045365,66
1,ROSEAU              ,1.223775432,-0.212045365,66
0,ROSEAU              ,1.131402111,-0.212045365,66
0,ROSEAU              ,1.280933845,-0.212045365,66
0,ROSEAU              ,0.993251773,-0.212045365,66
0,ROSEAU              ,1.386294361,-0.212045365,66
1,ROSEAU              ,0.182321557,-0.212045365,66
1,ROSEAU              ,0.530628251,-0.212045365,66
1,ROSEAU              ,1.435084525,-0.212045365,66
1,SCOTT               ,2.960105096,0.063115634,67
1,SCOTT               ,2.208274414,0.063115634,67
0,SCOTT               ,0.693147181,0.063115634,67
0,SCOTT               ,2.433613355,0.063115634,67
0,SCOTT               ,2.32238772,0.063115634,67
1,SCOTT               ,0.741937345,0.063115634,67
0,SCOTT               ,0.182321557,0.063115634,67
0,SCOTT               ,1.16315081,0.063115634,67
1,SCOTT               ,0.693147181,0.063115634,67
0,SCOTT               ,1.458615023,0.063115634,67
0,SCOTT               ,0.78845736,0.063115634,67
0,SCOTT               ,1.686398954,0.063115634,67
0,SCOTT               ,3.226843995,0.063115634,67
0,SHERBURNE           ,1.62924054,-0.683436482,68
0,SHERBURNE           ,0.832909123,-0.683436482,68
0,SHERBURNE           ,1.16315081,-0.683436482,68
0,SHERBURNE           ,0.916290732,-0.683436482,68
0,SHERBURNE           ,1.029619417,-0.683436482,68
0,SHERBURNE           ,1.131402111,-0.683436482,68
0,SHERBURNE           ,0.470003629,-0.683436482,68
0,SHERBURNE           ,1.547562509,-0.683436482,68
0,SIBLEY              ,1.386294361,0.237212123,69
0,SIBLEY              ,1.609437912,0.237212123,69
0,SIBLEY              ,0.405465108,0.237212123,69
0,SIBLEY              ,1.568615918,0.237212123,69
0,ST LOUIS            ,-0.223143551,-0.474673717,70
1,ST LOUIS            ,-0.693147181,-0.474673717,70
0,ST LOUIS            ,0.875468737,-0.474673717,70
0,ST LOUIS            ,0.832909123,-0.474673717,70
0,ST LOUIS            ,1.526056303,-0.474673717,70
0,ST LOUIS            ,2.397895273,-0.474673717,70
0,ST LOUIS            ,2.701361213,-0.474673717,70
0,ST LOUIS            ,2.151762203,-0.474673717,70
0,ST LOUIS            ,1.504077397,-0.474673717,70
0,ST LOUIS            ,0.405465108,-0.474673717,70
0,ST LOUIS            ,1.360976553,-0.474673717,70
0,ST LOUIS            ,0.587786665,-0.474673717,70
0,ST LOUIS            ,0.470003629,-0.474673717,70
0,ST LOUIS            ,-0.693147181,-0.474673717,70
1,ST LOUIS            ,-0.916290732,-0.474673717,70
1,ST LOUIS            ,-0.693147181,-0.474673717,70
0,ST LOUIS            ,2.163323026,-0.474673717,70
1,ST LOUIS            ,0.470003629,-0.474673717,70
0,ST LOUIS            ,0.336472237,-0.474673717,70
0,ST LOUIS            ,2.163323026,-0.474673717,70
0,ST LOUIS            ,2.406945108,-0.474673717,70
0,ST LOUIS            ,0.405465108,-0.474673717,70
0,ST LOUIS            ,0.09531018,-0.474673717,70
1,ST LOUIS            ,-0.105360516,-0.474673717,70
0,ST LOUIS            ,-0.356674944,-0.474673717,70
0,ST LOUIS            ,1.435084525,-0.474673717,70
0,ST LOUIS            ,1.223775432,-0.474673717,70
1,ST LOUIS            ,0.741937345,-0.474673717,70
0,ST LOUIS            ,1.064710737,-0.474673717,70
0,ST LOUIS            ,0.587786665,-0.474673717,70
0,ST LOUIS            ,0.587786665,-0.474673717,70
0,ST LOUIS            ,0.875468737,-0.474673717,70
0,ST LOUIS            ,0.530628251,-0.474673717,70
1,ST LOUIS            ,-0.223143551,-0.474673717,70
0,ST LOUIS            ,2.459588842,-0.474673717,70
0,ST LOUIS            ,0.587786665,-0.474673717,70
0,ST LOUIS            ,1.029619417,-0.474673717,70
1,ST LOUIS            ,1.252762968,-0.474673717,70
0,ST LOUIS            ,1.280933845,-0.474673717,70
0,ST LOUIS            ,1.252762968,-0.474673717,70
0,ST LOUIS            ,1.098612289,-0.474673717,70
1,ST LOUIS            ,1.16315081,-0.474673717,70
0,ST LOUIS            ,1.131402111,-0.474673717,70
0,ST LOUIS            ,1.193922468,-0.474673717,70
1,ST LOUIS            ,0.530628251,-0.474673717,70
0,ST LOUIS            ,1.722766598,-0.474673717,70
0,ST LOUIS            ,1.223775432,-0.474673717,70
0,ST LOUIS            ,0.405465108,-0.474673717,70
0,ST LOUIS            ,3.471966453,-0.474673717,70
0,ST LOUIS            ,0.09531018,-0.474673717,70
0,ST LOUIS            ,0.741937345,-0.474673717,70
0,ST LOUIS            ,-0.223143551,-0.474673717,70
0,ST LOUIS            ,0.405465108,-0.474673717,70
0,ST LOUIS            ,0.262364264,-0.474673717,70
0,ST LOUIS            ,1.131402111,-0.474673717,70
0,ST LOUIS            ,1.974081026,-0.474673717,70
0,ST LOUIS            ,0.336472237,-0.474673717,70
0,ST LOUIS            ,0.262364264,-0.474673717,70
0,ST LOUIS            ,0.405465108,-0.474673717,70
0,ST LOUIS            ,1.609437912,-0.474673717,70
0,ST LOUIS            ,0.832909123,-0.474673717,70
0,ST LOUIS            ,0.875468737,-0.474673717,70
0,ST LOUIS            ,0.182321557,-0.474673717,70
0,ST LOUIS            ,1.686398954,-0.474673717,70
0,ST LOUIS            ,0.09531018,-0.474673717,70
0,ST LOUIS            ,0.336472237,-0.474673717,70
1,ST LOUIS            ,1.974081026,-0.474673717,70
0,ST LOUIS            ,0.09531018,-0.474673717,70
0,ST LOUIS            ,1.193922468,-0.474673717,70
0,ST LOUIS            ,1.16315081,-0.474673717,70
0,ST LOUIS            ,0.405465108,-0.474673717,70
0,ST LOUIS            ,1.280933845,-0.474673717,70
0,ST LOUIS            ,-0.223143551,-0.474673717,70
0,ST LOUIS            ,0.470003629,-0.474673717,70
0,ST LOUIS            ,0.336472237,-0.474673717,70
0,ST LOUIS            ,0.993251773,-0.474673717,70
0,ST LOUIS            ,1.193922468,-0.474673717,70
0,ST LOUIS            ,-0.105360516,-0.474673717,70
0,ST LOUIS            ,-0.510825624,-0.474673717,70
0,ST LOUIS            ,0.693147181,-0.474673717,70
0,ST LOUIS            ,0.641853886,-0.474673717,70
0,ST LOUIS            ,-0.105360516,-0.474673717,70
0,ST LOUIS            ,1.686398954,-0.474673717,70
0,ST LOUIS            ,0.405465108,-0.474673717,70
0,ST LOUIS            ,1.131402111,-0.474673717,70
0,ST LOUIS            ,0.587786665,-0.474673717,70
1,ST LOUIS            ,-0.105360516,-0.474673717,70
0,ST LOUIS            ,1.193922468,-0.474673717,70
0,ST LOUIS            ,0.530628251,-0.474673717,70
0,ST LOUIS            ,1.131402111,-0.474673717,70
1,ST LOUIS            ,-0.356674944,-0.474673717,70
0,ST LOUIS            ,1.458615023,-0.474673717,70
0,ST LOUIS            ,0.336472237,-0.474673717,70
0,ST LOUIS            ,0.587786665,-0.474673717,70
0,ST LOUIS            ,0.405465108,-0.474673717,70
1,ST LOUIS            ,0.78845736,-0.474673717,70
0,ST LOUIS            ,0.875468737,-0.474673717,70
0,ST LOUIS            ,0.993251773,-0.474673717,70
0,ST LOUIS            ,0.530628251,-0.474673717,70
1,ST LOUIS            ,0.09531018,-0.474673717,70
1,ST LOUIS            ,0.587786665,-0.474673717,70
0,ST LOUIS            ,-1.609437912,-0.474673717,70
0,ST LOUIS            ,0.78845736,-0.474673717,70
0,ST LOUIS            ,1.526056303,-0.474673717,70
0,ST LOUIS            ,0.741937345,-0.474673717,70
0,ST LOUIS            ,0.693147181,-0.474673717,70
0,ST LOUIS            ,-0.356674944,-0.474673717,70
0,ST LOUIS            ,1.85629799,-0.474673717,70
0,ST LOUIS            ,1.098612289,-0.474673717,70
0,ST LOUIS            ,0.693147181,-0.474673717,70
0,ST LOUIS            ,-0.105360516,-0.474673717,70
0,ST LOUIS            ,1.193922468,-0.474673717,70
0,ST LOUIS            ,0.587786665,-0.474673717,70
0,ST LOUIS            ,0.587786665,-0.474673717,70
0,ST LOUIS            ,0.78845736,-0.474673717,70
0,ST LOUIS            ,1.458615023,-0.474673717,70
0,STEARNS             ,2.014903021,0.116395407,71
0,STEARNS             ,1.85629799,0.116395407,71
0,STEARNS             ,2.116255515,0.116395407,71
0,STEARNS             ,0.741937345,0.116395407,71
0,STEARNS             ,1.193922468,0.116395407,71
0,STEARNS             ,0.262364264,0.116395407,71
0,STEARNS             ,1.609437912,0.116395407,71
1,STEARNS             ,0,0.116395407,71
0,STEARNS             ,1.945910149,0.116395407,71
0,STEARNS             ,1.740466175,0.116395407,71
0,STEARNS             ,2.312535424,0.116395407,71
0,STEARNS             ,1.887069649,0.116395407,71
1,STEARNS             ,0.955511445,0.116395407,71
0,STEARNS             ,1.193922468,0.116395407,71
1,STEARNS             ,0.405465108,0.116395407,71
0,STEARNS             ,1.609437912,0.116395407,71
0,STEARNS             ,2.00148,0.116395407,71
0,STEARNS             ,2.674148649,0.116395407,71
0,STEARNS             ,0.587786665,0.116395407,71
0,STEARNS             ,2.00148,0.116395407,71
0,STEARNS             ,0.955511445,0.116395407,71
0,STEARNS             ,1.30833282,0.116395407,71
0,STEARNS             ,0.641853886,0.116395407,71
1,STEARNS             ,0.78845736,0.116395407,71
0,STEARNS             ,1.609437912,0.116395407,71
0,STEELE              ,1.987874348,0.269805739,72
0,STEELE              ,1.30833282,0.269805739,72
0,STEELE              ,1.064710737,0.269805739,72
0,STEELE              ,1.481604541,0.269805739,72
0,STEELE              ,2.128231706,0.269805739,72
0,STEELE              ,1.62924054,0.269805739,72
0,STEELE              ,1.280933845,0.269805739,72
0,STEELE              ,0.405465108,0.269805739,72
0,STEELE              ,2.151762203,0.269805739,72
0,STEELE              ,2.360854001,0.269805739,72
0,STEVENS             ,2.079441542,0.470778329,73
0,STEVENS             ,1.504077397,0.470778329,73
0,SWIFT               ,1.098612289,0.316028976,74
0,SWIFT               ,0.875468737,0.316028976,74
0,SWIFT               ,0.405465108,0.316028976,74
0,SWIFT               ,1.568615918,0.316028976,74
0,TODD                ,1.916922612,-0.046840067,75
0,TODD                ,0.741937345,-0.046840067,75
1,TODD                ,1.791759469,-0.046840067,75
1,TRAVERSE            ,1.064710737,0.497594477,76
0,TRAVERSE            ,1.902107526,0.497594477,76
0,TRAVERSE            ,2.960105096,0.497594477,76
0,TRAVERSE            ,1.386294361,0.497594477,76
0,WABASHA             ,1.774952351,0.150082416,77
0,WABASHA             ,2.197224577,0.150082416,77
0,WABASHA             ,2.128231706,0.150082416,77
1,WABASHA             ,0.09531018,0.150082416,77
0,WABASHA             ,1.131402111,0.150082416,77
0,WABASHA             ,2.442347035,0.150082416,77
0,WABASHA             ,2.261763098,0.150082416,77
0,WADENA              ,1.064710737,-0.672029732,78
1,WADENA              ,-0.356674944,-0.672029732,78
1,WADENA              ,1.16315081,-0.672029732,78
0,WADENA              ,1.547562509,-0.672029732,78
0,WADENA              ,1.568615918,-0.672029732,78
0,WASECA              ,-0.916290732,0.212414197,79
0,WASECA              ,2.2300144,0.212414197,79
0,WASECA              ,0.530628251,0.212414197,79
1,WASECA              ,-0.105360516,0.212414197,79
0,WASHINGTON          ,2.32238772,-0.147484283,80
0,WASHINGTON          ,2.041220329,-0.147484283,80
0,WASHINGTON          ,0.78845736,-0.147484283,80
0,WASHINGTON          ,1.871802177,-0.147484283,80
0,WASHINGTON          ,2.501435952,-0.147484283,80
0,WASHINGTON          ,1.526056303,-0.147484283,80
0,WASHINGTON          ,1.824549292,-0.147484283,80
0,WASHINGTON          ,1.871802177,-0.147484283,80
0,WASHINGTON          ,1.029619417,-0.147484283,80
0,WASHINGTON          ,0.641853886,-0.147484283,80
1,WASHINGTON          ,0.182321557,-0.147484283,80
0,WASHINGTON          ,0.875468737,-0.147484283,80
0,WASHINGTON          ,0,-0.147484283,80
1,WASHINGTON          ,0.182321557,-0.147484283,80
0,WASHINGTON          ,0.470003629,-0.147484283,80
0,WASHINGTON          ,-0.223143551,-0.147484283,80
0,WASHINGTON          ,0.530628251,-0.147484283,80
0,WASHINGTON          ,1.547562509,-0.147484283,80
1,WASHINGTON          ,0.530628251,-0.147484283,80
0,WASHINGTON          ,1.193922468,-0.147484283,80
1,WASHINGTON          ,-0.223143551,-0.147484283,80
0,WASHINGTON          ,2.282382386,-0.147484283,80
0,WASHINGTON          ,1.667706821,-0.147484283,80
0,WASHINGTON          ,2.140066163,-0.147484283,80
0,WASHINGTON          ,0.641853886,-0.147484283,80
0,WASHINGTON          ,1.887069649,-0.147484283,80
0,WASHINGTON          ,1.335001067,-0.147484283,80
0,WASHINGTON          ,1.774952351,-0.147484283,80
0,WASHINGTON          ,1.589235205,-0.147484283,80
1,WASHINGTON          ,0.916290732,-0.147484283,80
0,WASHINGTON          ,2.370243741,-0.147484283,80
0,WASHINGTON          ,0.875468737,-0.147484283,80
0,WASHINGTON          ,0.741937345,-0.147484283,80
0,WASHINGTON          ,1.547562509,-0.147484283,80
0,WASHINGTON          ,1.30833282,-0.147484283,80
0,WASHINGTON          ,2.595254707,-0.147484283,80
0,WASHINGTON          ,1.064710737,-0.147484283,80
0,WASHINGTON          ,1.458615023,-0.147484283,80
0,WASHINGTON          ,1.335001067,-0.147484283,80
0,WASHINGTON          ,0.587786665,-0.147484283,80
0,WASHINGTON          ,0.405465108,-0.147484283,80
0,WASHINGTON          ,0.587786665,-0.147484283,80
0,WASHINGTON          ,0.262364264,-0.147484283,80
0,WASHINGTON          ,1.887069649,-0.147484283,80
0,WASHINGTON          ,3.015534901,-0.147484283,80
0,WASHINGTON          ,1.791759469,-0.147484283,80
0,WATONWAN            ,2.624668592,0.183237804,81
1,WATONWAN            ,2.32238772,0.183237804,81
1,WATONWAN            ,1.740466175,0.183237804,81
0,WILKIN              ,2.2300144,0.236036084,82
0,WINONA              ,1.223775432,0.463211867,83
0,WINONA              ,1.410986974,0.463211867,83
0,WINONA              ,2.451005098,0.463211867,83
0,WINONA              ,1.974081026,0.463211867,83
0,WINONA              ,1.547562509,0.463211867,83
1,WINONA              ,0.587786665,0.463211867,83
1,WINONA              ,-0.356674944,0.463211867,83
0,WINONA              ,1.547562509,0.463211867,83
0,WINONA              ,2.32238772,0.463211867,83
0,WINONA              ,2.424802726,0.463211867,83
0,WINONA              ,2.028148247,0.463211867,83
0,WINONA              ,2.468099531,0.463211867,83
1,WINONA              ,-0.693147181,0.463211867,83
0,WRIGHT              ,1.902107526,-0.090024275,84
0,WRIGHT              ,1.667706821,-0.090024275,84
0,WRIGHT              ,1.131402111,-0.090024275,84
0,WRIGHT              ,0.741937345,-0.090024275,84
0,WRIGHT              ,1.987874348,-0.090024275,84
0,WRIGHT              ,1.62924054,-0.090024275,84
0,WRIGHT              ,0.78845736,-0.090024275,84
1,WRIGHT              ,0.832909123,-0.090024275,84
0,WRIGHT              ,2.766319109,-0.090024275,84
0,WRIGHT              ,2.251291799,-0.090024275,84
0,WRIGHT              ,1.85629799,-0.090024275,84
0,WRIGHT              ,1.504077397,-0.090024275,84
0,WRIGHT              ,1.609437912,-0.090024275,84
0,YELLOW MEDICINE     ,1.30833282,0.355286981,85
0,YELLOW MEDICINE     ,1.064710737,0.355286981,85
